Flow_Id,App Id,Packets,Bytes,Life,State,Timeout
32088148118130180,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088150831588531,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088148719227514,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088151498452260,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088150421396563,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088147899252184,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088150163705186,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088149872683173,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088151168704688,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088148443752768,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088147849484240,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088150224043728,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088148942663258,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088147780463359,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088148804737323,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088148988117549,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088148051193008,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088148460028138,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088150290512637,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088148118130180,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088148772219679,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088147530745519,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088149402384049,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088150831588531,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088150235687227,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088150786275792,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088148719227514,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088149170693246,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088151498452260,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088150485085104,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088151269413299,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088150289286085,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088150421396563,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088147899252184,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088150163705186,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088147797552626,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088151478136958,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088150115500432,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088148958487760,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088151561272801,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088149872683173,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088151168704688,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088147708624180,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088148443752768,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088147849484240,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088150224043728,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088148942663258,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088151593790941,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088147780463359,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088150444832783,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088148804737323,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088148988117549,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088148051193008,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088147459626979,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088148460028138,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088150290512637,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088148118130180,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088148772219679,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088147530745519,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088149402384049,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088150831588531,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088150235687227,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088148020399814,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088150786275792,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088148830081755,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088148719227514,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088149170693246,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088151498452260,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088150485085104,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088151269413299,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088150289286085,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088149508802002,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088150421396563,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088147899252184,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088150163705186,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088147797552626,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088151418206583,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088151478136958,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088148347357743,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088148266094923,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088150115500432,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088149552999448,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088148236300057,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088148958487760,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088151561272801,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088149529980539,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088149276917065,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088148129037296,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088150717621246,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088149057829247,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088149302684820,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088149872683173,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088151168704688,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088147708624180,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088148443752768,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088150899327056,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088147849484240,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088150224043728,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088148942663258,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088151593790941,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088147780463359,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088150444832783,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088149108548632,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088148804737323,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088148988117549,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088148051193008,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088150759068512,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088147459626979,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088148460028138,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088150290512637,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088148118130180,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088147783661966,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088148772219679,org.onosproject.fwd,0,0,0,PENDING_ADD,10
32088147530745519,org.onosproject.fwd,0,0,0,PENDING_ADD,10
