App Id,Packets,Bytes,Life,State,Timeout
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,ADDED,10
org.onosproject.fwd,0,0,0,ADDED,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,ADDED,10
org.onosproject.fwd,0,0,0,ADDED,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,ADDED,10
org.onosproject.fwd,0,0,0,ADDED,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,ADDED,10
org.onosproject.fwd,0,0,0,ADDED,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,ADDED,10
org.onosproject.fwd,0,0,0,ADDED,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,ADDED,10
org.onosproject.fwd,0,0,0,ADDED,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,ADDED,10
org.onosproject.fwd,0,0,0,ADDED,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,ADDED,10
org.onosproject.fwd,0,0,0,ADDED,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,ADDED,10
org.onosproject.fwd,0,0,0,ADDED,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,ADDED,10
org.onosproject.fwd,0,0,0,ADDED,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,ADDED,10
org.onosproject.fwd,0,0,0,ADDED,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,ADDED,10
org.onosproject.fwd,0,0,0,ADDED,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,ADDED,10
org.onosproject.fwd,0,0,0,ADDED,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
org.onosproject.fwd,0,0,0,ADDED,10
org.onosproject.fwd,0,0,0,ADDED,10
org.onosproject.fwd,0,0,0,PENDING_ADD,10
